Команда;игр;побед;проигрышей;ничьих;голов;голы минус голы соперника
Шпортфройнде Баумберг;11;7;4;0;28;11
Эдерсхайм;11;2;7;2;19;-9
Нойхоф;11;4;6;1;12;-9
Тоттенхэм (ж);11;2;6;3;12;-12
АДО Ден-Хааг (ж);11;5;4;2;16;2
Хению Прунду Баргаулуй (ж);11;7;3;1;44;33
Пирин Благоевград (ж);11;5;4;2;20;6
Лос-Анджелес Форс;11;6;5;0;14;-3
Баррио Мехико;11;5;2;4;16;4
ФК Оазис;11;4;5;2;15;-5
Сувара Риад;11;3;6;2;7;-3
Мордовия-МЦПЮФПМ;11;4;6;1;26;2
Анзянг;11;0;9;2;5;-12
Чигатай;11;3;7;1;21;-7
Этуаль Нуакшот;11;3;5;3;7;-4
Каршелтон Атл;11;8;2;1;27;15
Кова-да-Пьедаде U23;11;1;8;2;11;-18
Эшторил Прайя U23;11;7;1;3;22;11
Тобол Курган;11;3;8;0;13;-8
Санататя Клуж;11;4;5;2;19;-6
ТУС Хальтерн-ам-Зе;11;3;6;2;10;-15
Лейшоеш;11;2;5;4;11;-5
Пчиня Трговиште;11;3;4;4;13;-3
Порт ФК (Сингтаруа);11;8;2;1;28;14
Ювентус Ле-Ке;11;2;4;5;6;-3
Вест Хэм Юн U23;11;1;8;2;12;-9
Норвич С U23;11;6;5;0;18;4
Колчестер Юн U23;11;2;5;4;11;-11
Халл С U23;11;7;3;1;20;10
Шеффилд Юн U23;11;7;2;2;25;15
Ипсвич Т U23;11;6;3;2;23;4
Алтай Семей;11;1;8;2;4;-14
Экибастуз ФК;11;3;6;2;13;-2
Куангнам;11;4;3;4;17;5
СДЮСШОР-8;11;6;3;2;25;8
Арсенал Тула (2);11;4;2;5;21;8
Фейренсе;11;6;3;2;16;5
Локомотив (ж);11;5;6;0;35;5
Пералада;11;2;4;5;9;-1
Далвич Хилл;11;5;1;5;37;18
Атлетико Сан-Луис 2;11;5;5;1;10;-1
Орландо Прайд (ж);11;4;3;4;13;0
Ист Таррок Юн;11;1;8;2;13;-13
Кингстониан;11;5;6;0;18;-5
Стратфорд Т;11;6;5;0;21;-1
Бигльсуэйд Т;11;3;6;2;15;-9
Хайес энд Ядинг;11;4;2;5;16;5
Тонтон Т;11;6;3;2;24;5
Метрополитан Полис;11;5;4;2;19;2
Аксиополис Чернавода;11;6;2;3;34;16
Эспириту Санту;11;2;8;1;12;-9
Агуя Вимиозу;11;1;8;2;7;-28
Корба;11;2;6;3;17;-1
Колима;11;5;3;3;18;6
Америка де-Ке;11;4;5;2;7;-2
Шанлиурфаспор;11;1;7;3;8;-23
Кемер Текирова Спор;11;1;6;4;8;-11
Назилли;11;8;3;0;23;14
Яловаспор;11;1;6;4;9;-10
Испартаспор;11;4;2;5;18;7
Мондиненше;11;0;11;0;4;-18
Кастро Дэйр;11;4;4;3;9;-3
Лузитано Вильдемойнос;11;0;8;3;4;-11
Каштело Бранко;11;5;2;4;13;7
Фабрил Баррейро;11;0;7;4;5;-12
Сервейра;11;2;6;3;6;-8
Хеппи Велли;11;2;5;4;14;-9
Милутинац;11;4;6;1;24;5
15 ноября Пирасикаба;11;7;1;3;14;7
Сурхан (ж);11;0;11;0;3;-93
Эль-Эхидо;11;5;3;3;15;6
Форсес Армес;11;6;0;5;13;8
НК Сесвете;11;5;5;1;27;0
Педроньерас;11;3;5;3;7;-4
Лефкосия Латсион (ж);11;6;5;0;30;16
Удон Юн;11;9;1;1;33;20
Муангкан Юн;11;9;1;1;49;43
Самут Сонгкрам;11;4;4;3;11;-13
Челмсфорд С;11;2;6;3;9;-4
Хангерфорд;11;6;4;1;15;3
Солихалл;11;7;2;2;24;15
Крузейро U20;11;3;5;3;17;-6
Академия Коноплева(2);11;2;7;2;7;-17
Джизреспор;11;1;6;4;7;-14
Марьян Сплит (ж);11;2;8;1;9;-32
Спортинг-2 Лиссабон;11;7;0;4;17;12
Чиппенхэм Т;11;3;5;3;11;-4
Мейдстон Юн;11;5;2;4;22;10
Хэмел Хемпстед;11;3;7;1;15;-9
Хэмптон энд Ричмонд;11;5;4;2;11;0
Эдинбург С;11;5;5;1;15;0
Туран;11;5;2;4;13;5
Касем Бандит;11;6;2;3;17;4
Вильярубиа;11;4;5;2;11;-5
Реал Фарма Одесса;11;2;8;1;8;-17
Куинс-Парк;11;4;5;2;9;-2
Портеньо;11;2;6;3;12;-8
Америка де Кито;11;3;2;6;9;1
Ульпиана;11;6;2;3;13;2
Танзания;11;2;6;3;7;-6
Минай U21;11;3;6;2;10;-17
Дангеннон Свифтс;11;2;7;2;7;-19
Богемианс Дублин (ж);11;2;7;2;19;-10
Жувентус СП (ж);11;3;6;2;15;-10
Хеган Юн;11;3;6;2;12;-7
Танжонг;11;0;8;3;11;-15
Форментера;11;5;4;2;18;4
Спортинг Макао;11;2;8;1;14;-13
Янг-Лайонс;11;3;8;0;11;-18
Альбирекс-Ниигата (Синг);11;9;2;0;24;14
Гейланг Интернэшнл;11;4;5;2;11;-6
Сан-Жозе дос Кампос;11;8;2;1;25;15
Мускат;11;1;6;4;5;-13
Деусто;11;7;3;1;18;6
Венеция U19;11;3;6;2;13;-8
Комо U19;11;3;4;4;17;5
Джана Эрминио U19;11;2;6;3;13;-6
Сесар Вальехо;11;6;2;3;20;8
Техас Сперс;11;7;3;1;40;24
Кордоба (ж);11;4;5;2;17;-1
Конил;11;2;4;5;11;-1
Шабаб Аль-Ахли Дубай U21;11;7;3;1;28;17
Депортиво Хела (ж);11;10;0;1;49;43
Спортинг Хихон (ж);11;2;5;4;20;-3
Санта-Роса;11;1;8;2;8;-15
Чавелинес Хуниорс;11;5;4;2;16;3
Унион Уараль;11;6;1;4;23;7
Борислав 2009;11;6;4;1;20;11
Сахам;11;1;9;1;5;-17
Аль-Нафт Спорт Клаб;11;3;4;4;14;-2
Сан-Маркос;11;3;5;3;16;-5
Алавес (ж);11;7;4;0;19;8
Аль-Карх;11;6;4;1;13;2
Сохар;11;2;7;2;9;-7
Депортиво Сулия;11;4;5;2;14;-2
Уррака;11;4;3;4;8;2
Хуан Гранде (ж);11;4;4;3;9;0
Гвинея;11;5;1;5;13;7
Сан-Пио (ж);11;1;9;1;14;-21
Илэвен Уондерс;11;3;4;4;11;-1
Грейт Олимпик;11;5;2;4;13;6
Кинг Файсал;11;2;5;4;14;-7
Вулпителе Галбене Роман (ж);11;10;1;0;46;36
Анжуйолет Хиросима (ж);11;1;6;4;10;-14
Дестройер;11;7;2;2;22;9
Вильярреал (ж);11;7;0;4;25;19
Либерти;11;2;4;5;9;-8
Бечем Юн;11;4;2;5;14;-1
Дрим ФК;11;3;3;5;13;1
Оммал Хама;11;6;4;1;22;3
Спартак 1918 Варна;11;11;0;0;39;36
Муангнонт Банкунмае;11;4;5;2;15;0
Чамчури Юнайтед;11;5;3;3;19;7
Араруама;11;3;3;5;16;1
Гамбия U20;11;4;3;4;13;0
Кариньена;11;3;4;4;11;-5
Динамо Бухарест U19;11;4;3;4;28;6
Адуана Старз;11;3;2;6;11;2
Сентрал-Вестерн;11;6;5;0;23;7
Вонг Тай Син;11;3;8;0;20;-18
Депортиво Кория;11;8;1;2;20;13
Ферровиариа (ж);11;6;2;3;15;4
Сонгкхла ФК;11;4;4;3;14;-5
Платенсе (ж);11;5;5;1;22;-11
УД Гия;11;3;6;2;11;-4
УД Сан Фернандо;11;7;4;0;19;8
Бенче U19;11;0;11;0;2;-50
Монсон;11;5;2;4;12;3
Пенья Энкарнада;11;0;11;0;6;-41
Рукинзо ;11;7;2;2;15;4
Уракан (ж);11;2;5;4;14;-19
Мукура;11;0;7;4;7;-13
Атлетико Антониано;11;2;5;4;12;-7
Унион Сунчалес;11;1;3;7;12;-3
Торредонхимено;11;4;4;3;11;-2
Ирони Нешер;11;8;1;2;38;28
Найроби Стима;11;3;5;3;17;-5
Масачапа;11;3;3;5;16;2
Омид Генавех;11;5;3;3;12;4
Туилья;11;3;3;5;17;2
Рапидо де Бузас;11;5;3;3;15;4
Атлетико Альберисия;11;3;4;4;18;-1
Депортива Атьос;11;1;7;3;8;-8
МС Иерусалим;11;7;2;2;29;20
Персеполис U23;11;4;3;4;11;4
Вихига Юнайтед;11;1;7;3;3;-13
Хапоэль Кирьят Оно U19;11;5;1;5;18;6
Депортиво Эспаньол (ж);11;6;2;3;23;11
Атлетико Поркуна;11;4;3;4;16;4
Эспад Альванд U23;11;3;5;3;11;-8
Аль-Талия U21;11;6;4;1;16;4
Аль-Маджд U21;11;3;8;0;11;-21
Сивил Сервис Юнайтед;11;5;1;5;14;4
Ривер Эга;11;2;8;1;10;-11
Шахин Бандар Амери;11;1;5;5;9;-9
Троина;11;3;4;4;10;0
Эсперанса Лагуш;11;2;6;3;13;-4
Кингстон Сити;11;6;4;1;28;6
Дьер;11;3;4;4;11;1
Грин Стритс;11;4;5;2;10;-3
Лондон Сити (ж);11;3;4;4;9;-4
Депортива Минера;11;5;2;4;12;3
Атрак;11;5;2;4;12;3
Деккан;11;4;5;2;29;9
Алюминиум Арак U23;11;3;5;3;11;-2
Аль-Мохафза;11;5;4;2;16;5
Бангалор Юнайтед;11;9;1;1;37;30
Мегт энд Сентр;11;7;2;2;21;6
Аль-Иттихад Салала;11;4;2;5;14;2
Этуаль де Метлауи;11;2;4;5;6;-4
Бангалор Иглз;11;7;2;2;16;4
Ильвес Тампере;11;5;5;1;19;3
Янг Челленджерс;11;3;7;1;20;-8
Аль-Духаиль U23;11;3;4;4;12;0
Аль-Сайлия до 23;11;2;7;2;10;-8
Аль-Харитят U23;11;2;7;2;12;-34
Сонглам Нгеан U19;11;6;2;3;23;10
Гзира Юнайтед;11;7;2;2;27;18
Блонянка;11;4;6;1;15;-4
Лейоа U19;11;3;6;2;14;-5
АД Касабланка U19;11;3;7;1;16;-14
КД Эбро U19;11;2;7;2;11;-11
Овьедо U19;11;3;2;6;17;4
Аль-Райян U23;11;5;4;2;31;20
ДжДР Старс;11;2;3;6;9;-3
Секхукхуне Юнайтед;11;5;2;4;17;7
Гамбия Портс;11;4;1;6;14;4
Патакона U19;11;4;5;2;14;-5
Марица;11;8;1;2;19;13
Пнювек Павловице-Сленске;11;5;2;4;21;4
Аль-Джил;11;2;7;2;12;-11
Непал Полис (ж);11;4;4;3;25;15
Кикстарт;11;7;4;0;32;26
Дикирнис;11;2;3;6;8;-3
Раджа Мерса-Матрух;11;4;2;5;11;3
Эстегляль Тегеран U23;11;8;1;2;23;17
Непал Армд Полис Форс (ж);11;11;0;0;70;69
Чандрапур Мунисипалити (ж);11;3;8;0;12;-34
Биратнагар Метрополитан Сити (ж);11;5;5;1;16;-5
Вэлинг Мунисипалити Сьянгджа (ж);11;5;4;2;35;20
Райо Махадахонда U19;11;2;7;2;15;-15
Эстремадура U19;11;1;6;4;6;-10
Райо Вальекано U19;11;6;2;3;26;14
Трактор Сази U23;11;7;2;2;27;13
Панджим Футбалерс;11;3;7;1;8;-9
Хейдельберг Юнайтед;11;4;3;4;17;4
Калангуте;11;6;3;2;16;3
Копавогур ХК;11;3;4;4;16;0
Хабнарфьордюр;11;4;4;3;20;1
Рокдейл Сити Санз;11;7;1;3;21;8
Васко;11;4;5;2;10;-2
Викингур Оулафсвик;11;2;9;0;29;-4
Аль-Дирия;11;3;6;2;8;-3
Бейра Мар;11;4;5;2;14;-2
Сертаненсе;11;2;5;4;11;-3
АС Арме;11;3;4;4;10;2
ЛПРК Ойлерс;11;7;0;4;31;21
Брюэрис;11;3;6;2;12;-6
Шанлыурфаспор;11;6;4;1;17;2
Гранит Владая;11;2;7;2;12;-9
Медеама СК;11;7;2;2;15;9
Сан-Карлос;11;2;5;4;8;-9
Виннум Вулвз;11;2;7;2;16;-27
Оулу;11;3;8;0;9;-11
СИК Сейнейоки;11;5;3;3;15;4
Скендербеу Корча;11;4;6;1;9;-3
Лузитания Лоуроса;11;3;2;6;9;0
Клуби 04;11;2;7;2;8;-9
Манора;11;3;6;2;9;-6
Ниджде;11;4;4;3;14;2
Зонгулдакспор;11;1;5;5;8;-5
Афжет Афьонспор;11;2;3;6;16;0
Виктория Спортинг;11;0;9;2;4;-20
Кена СК;11;5;5;1;11;2
Аграни Бэнк;11;4;2;5;9;3
Дакка Уондерерс;11;4;4;3;9;-1
Факирапул Янг Мэн'c;11;1;5;5;5;-4
Дакка Сити;11;2;5;4;5;-8
Вари Клаб;11;2;4;5;7;-3
Солейл;11;3;7;1;13;-8
Логан Лайтнинг U23;11;0;9;2;11;-20
Нофел СК;11;8;1;2;18;16
Моггилл;11;4;2;5;25;10
Фулхэм Юнайтед;11;3;5;3;13;-7
Фрам;11;7;2;2;30;10
ЕС Бан Акнун;11;4;3;4;13;6
Аль-Вахда Дамаск U21;11;3;5;3;7;-12
Мвадуи ФК;11;2;8;1;12;-8
Экспорт Себако;11;7;1;3;20;15
Ипсвич Сити;11;2;9;0;13;-25
Слэкс Крик Тайгерс;11;2;5;4;17;-5
Бурса Илдырим;11;7;1;3;17;8
Шамс Азар;11;3;3;5;12;-3
Джоондалуп Юнайтед;11;3;3;5;18;-4
Эррера;11;5;4;2;14;3
Пара Хиллс Найтс;11;5;4;2;16;1
Камберленд Юнайтед;11;6;4;1;21;7
Голд Кост Юнайтед U23;11;3;7;1;17;-11
Брисбен Сити U23;11;8;1;2;33;23
Рочедейл Роверс U23;11;4;4;3;17;-1
Гроссето  U19;11;7;3;1;25;11
Ренате U19;11;2;7;2;8;-10
УНА Штрассен;11;2;3;6;14;-8
Аэростар;11;0;9;2;6;-23
Олимпия Уорриорс (р);11;2;8;1;15;-14
Олимпия Уорриорс;11;5;4;2;27;4
Лонсестон Сити;11;2;7;2;9;-25
Ормо;11;4;5;2;27;2
Янтра Полски-Трымбеш;11;6;3;2;22;8
Депортиво Шинабахуль;11;3;3;5;9;0
Америка ЖДЕ;11;9;2;0;32;23
Берли Хедс;11;3;6;2;24;-4
Жакупиенсе;11;2;4;5;8;-3
Саут Хобарт 2;11;8;2;1;31;15
Харас Эль-Хедуд;11;7;1;3;15;8
Сперанца Ниспорены;11;1;8;2;9;-33
Витория ПЕ;11;1;7;3;7;-19
Нафтан;11;3;5;3;18;2
Фримантл Сити;11;4;4;3;16;0
Фримантл Сити (ж);11;6;4;1;26;10
Мердок Юниверсити Мелвилл (ж);11;8;3;0;36;24
Таллбаджера Вэлли;11;9;2;0;51;34
Рязань ВДВ (ж);11;4;6;1;21;9
МетроСтарс;11;4;4;3;20;4
Алессандрия U19;11;5;5;1;18;-7
Истра 1961 U19;11;2;7;2;10;-6
Айморе;11;4;5;2;10;-4
Панама Оэсте;11;6;4;1;15;7
Уагадугу;11;2;6;3;8;-9
Корона Кельце 2;11;1;6;4;6;-13
Дакар Сакре-Кер;11;4;2;5;8;1
Рудеш U19;11;5;4;2;12;0
Голд Кост Юнайтед (ж);11;8;3;0;42;23
Атлетико Патросиненсе;11;2;5;4;7;-8
Сети-ди-Сетембру;11;1;5;5;7;-5
Макаэ;11;0;10;1;6;-23
БИИК-Казыгурт (ж);11;9;2;0;87;77
Падерборн 07;11;4;3;4;25;7
Сент-Миррен;11;3;4;4;16;0
Новара U19;11;7;2;2;26;16
Про Патрия U19;11;4;5;2;11;-1
Про Верчелли U19;11;8;1;2;19;7
Флинт Таун;11;4;6;1;10;-8
Квинсленд Юниверсити (р);11;3;7;1;20;-7
Квинсленд Лайонc U23;11;5;4;2;22;3
Сквад Проджект;11;0;9;2;8;-30
Пхентхэк Ситизенс;11;2;6;3;9;-9
Пхаджу Ситизен;11;4;3;4;11;-2
Феникс Пилар;11;2;4;5;14;-2
Ягеллония Белосток 2;11;5;6;0;20;0
Данди Юнайтед;11;5;3;3;10;0
Витебск (ж);11;2;9;0;15;-37
Юнион Дуала;11;3;5;3;9;-3
Фову Баам;11;7;1;3;18;9
Кимпхо Ситизен;11;6;3;2;12;5
Хусто Хосе Уркиса;11;6;4;1;17;1
Машъал Мубарек;11;4;5;2;14;-5
Ислочь Минск (р);11;4;5;2;22;7
ФК Минск (р);11;4;4;3;20;2
Брисбен Олимпик (ж);11;5;4;2;26;6
Фулхэм Юнайтед (ж);11;4;6;1;17;-3
БАТЭ Борисов (р);11;8;1;2;41;31
ФК Слуцк (р);11;3;6;2;10;-12
ФК Витебск (р);11;6;4;1;29;7
Вуковар 91;11;9;0;2;26;24
Драгон Яунде;11;3;4;4;13;-4
Кенгуру Поинт Роверс (ж);11;5;5;1;30;-4
Вестерн Прайд (ж);11;4;4;3;34;5
Мортон Бэй Юнайтед (ж);11;7;2;2;46;19
Мэннингэм Юнайтед Блюз;11;2;8;1;19;-10
Альбирекс Ниигата Сингапур;11;8;0;3;27;18
Хуганг Юнайтед;11;7;2;2;30;12
Торпедо-БелАЗ (р);11;6;4;1;24;11
Саут Вест Квинсленд Тандер U23;11;3;3;5;18;-2
Саутc Юнайтед;11;4;5;2;16;-12
Университатя Александрия (ж);11;7;2;2;47;25
Кардифф Метрополитэн (ж);11;9;0;2;42;36
Каскейд (ж);11;1;9;1;5;-34
Балестьер Халса;11;2;6;3;18;-8
Гейланг Интернешнл;11;2;8;1;15;-16
Таньчжон Пагар Юнайтед;11;1;6;4;15;-16
Атлетико Чирики (р);11;5;3;3;14;-3
Вашаш Одорхей (ж);11;3;6;2;28;10
Ладскруна БоИС;11;4;2;5;12;0
НАШК Нашице;11;2;5;4;12;-7
Хапоэль Петах-Тиква U19;11;4;6;1;13;-3
Норт-Джилонг Уорриорз;11;4;3;4;30;8
Гоулберн Вэлли Санс;11;5;5;1;13;-2
Лучко Загреб;11;3;7;1;13;-9
Нунавэйдинг Сити;11;5;6;0;22;-2
ФК Кельн (ж);11;10;0;1;34;28
СВ Бергофен (ж);11;0;9;2;5;-25
Эниу Прунду Бэргэулуй (ж);11;7;2;2;26;2
Грбаль Радановичи;11;3;6;2;16;-1
ФК Шаффхаузен;11;5;5;1;15;0
ФК Каддафи;11;6;4;1;11;1
Ндежж Юниверсити;11;3;2;6;13;1
Ниамитиабора;11;4;4;3;16;3
Пайда Блэк Эйнджелс;11;2;8;1;6;-11
Блэкс Пауэр;11;5;5;1;12;-1
Дуго Село;11;4;3;4;11;-3
ФК Мейтленд;11;7;2;2;27;16
Лейк Маккуори Сити;11;5;4;2;26;8
Сентрал Кост Маринерс-2;11;4;5;2;21;0
Пиерикос;11;6;4;1;14;4
Металл Харьков;11;11;0;0;39;36
Пусан Транспортейшн;11;5;0;6;17;8
Хорезм Ургенч;11;3;5;3;13;-7
ФК Каламата;11;7;2;2;11;8
Стелла Клаб;11;4;6;1;11;-8
Соль ФК;11;2;5;4;9;-2
АСЕК Абиджан;11;6;2;3;16;7
Кума Тайгерс;11;7;2;2;31;18
Чарльзтаун Аззурри;11;3;4;4;13;-6
Колорадо Рэпидс;11;5;3;3;17;2
Портленд Тимберс;11;4;5;2;18;1
Наполи Какадоренсе (ж);11;1;7;3;7;-20
Гремиу Порту-Алегри (ж);11;5;3;3;19;2
Сан-Жозе-дус-Кампус (ж);11;2;7;2;12;-13
Ранувэй Бей 2;11;1;8;2;13;-20
КС Университатя Крайова;11;3;4;4;12;-2
Академика Космос Минск;10;6;2;2;41;22
Этар Велико Тарново;10;4;4;2;14;0
Пльевля;10;4;4;2;15;-1
Ком Подгорица U19;10;6;3;1;24;7
Сутьеска U19;10;4;6;0;18;2
Петровац U19;10;1;9;0;10;-24
Подгорица U19;10;5;3;2;16;1
Единство Биело-Поле U19;10;4;5;1;18;-5
Беране U19;10;3;2;5;12;3
Хоанг Ань Зялай U19;10;8;0;2;19;16
Маттерсбург;10;3;4;3;13;1
Мерв;10;1;8;1;7;-9
Луфтетари;10;0;10;0;7;-31
Хуфтриммер Ганнерс Б;10;4;6;0;24;-19
Аль-Джазира Хасаках;10;0;6;4;4;-10
Славия Прага U19;10;8;2;0;33;18
Селтик Минск;10;4;3;3;20;1
Вилдбьерг (ж);10;4;5;1;21;-14
Вестурбэйяр;10;8;1;1;31;21
Строитель Копыль;10;5;3;2;32;18
Девайс Минск;10;3;4;3;12;-3
Бьорнинн;10;3;5;2;14;-6
Лебяжий;10;4;5;1;37;1
ФК Игилик;10;4;6;0;13;-10
ФК Чочки;10;6;2;2;35;14
Спартак Миява;10;8;2;0;30;24
Санчо Дж;10;2;1;7;5;0
Тиндастол;10;4;3;3;19;-6
Лирю;10;4;5;1;13;-9
Севлиево (ж);10;3;3;4;15;1
ТП-47;10;7;1;2;33;21
Эдустус;10;3;6;1;16;-11
Саарипотку;10;1;7;2;10;-18
Энчопинг;10;5;3;2;22;8
Кварнсведен;10;1;7;2;8;-9
Кунгсенгенс;10;3;6;1;16;-5
Норт Веллингтон;10;6;4;0;31;14
Неретва (ж);10;5;4;1;18;-21
Арена;10;3;4;3;16;-4
Левадия U19;10;3;6;1;20;-6
Дукла Прага-2;10;3;6;1;16;-12
Видзгирис;10;1;6;3;15;-16
Пеймари Юн;10;7;0;3;26;16
Гамла-Упсала;10;5;2;3;25;6
Б36 Торсхавн (ж);10;4;4;2;12;-4
Теплице-2;10;2;5;3;13;-8
Вейгаард БК;10;4;4;2;18;2
Нордсьелленд U19;10;5;3;2;23;7
Вестерн АФК;10;1;9;0;10;-27
Альянс ФК;10;4;2;4;13;-2
Сингида Юн;10;1;8;1;7;-17
София Софиевская Борщаговка;10;6;4;0;22;7
УВА (р);10;4;5;1;14;-7
Жальгирис Каунас-3;10;5;5;0;22;-4
Аль-Кармель;10;2;8;0;8;-11
Мера;10;4;3;3;28;4
СТПС;10;7;2;1;29;20
Тюресо;10;6;3;1;21;7
Тампереен Ильвес U20;10;9;1;0;40;23
Блэкберд Ювяскюля;10;6;3;1;22;9
Тараз U21;10;5;5;0;13;-11
ПККУ-2;10;5;5;0;17;-1
ВЯС;10;8;1;1;36;25
Яруд Мариуполь;10;2;6;2;10;-12
Рой Юнайтед;10;2;7;1;21;-13
Сирианска Седертелье;10;5;2;3;11;1
Маддингтон Уайт Сити;10;6;3;1;30;14
Аделаида Кометс (р) (ж);10;2;6;2;11;-11
Фулхэм Юн (р) (ж);10;5;2;3;18;7
Йонава;10;9;1;0;30;23
Сиемреап;10;3;7;0;9;-27
Салах М;10;3;3;4;6;0
Вилпас;10;3;7;0;17;-12
Зомин;10;3;7;0;13;-4
Металац Горни Милановац;10;5;3;2;20;10
Атус Ферлах;10;4;4;2;31;16
Ротор;10;8;1;1;19;11
Кафа Феодосия;10;2;8;0;9;-26
